lemma,freq
rééducation,2.48
rééduquer,1.66
réélection,0.56
rééligible,0.03
réélire,0.94
réélu,0.23
réélus,0.01
rééquilibrage,0.07
rééquilibrer,0.20
rééquiper,0.27
réétudier,0.07
réévaluation,0.07
réévaluer,0.72
rêche,8.11
rêne,5.74
rêvassant,0.20
rêvasser,6.01
rêvasserie,0.41
rêve,158.75
rêver,128.18
rêverie,19.46
rêveur,15.34
rêveusement,3.45
rêvé,3.38
rôdailler,0.20
rôder,20.07
rôdeur,2.57
rôle,96.96
rôle-titre,0.01
rônier,0.07
rônin,0.10
rôt,0.07
rôti,4.33
rôtie,1.15
rôtir,5.27
rôtisserie,0.35
rôtisseur,0.20
rôtissoire,0.41
s,40.59
s',5391.62
sa,3732.43
sabayon,0.30
sabbat,3.28
sabbatique,0.78
sabin,0.41
sabir,0.74
sable,96.55
sabler,1.42
sableux,1.01
sablier,3.11
sablière,0.47
sablonneux,3.92
sablé,0.68
sabord,1.89
sabordage,0.20
saborder,1.42
sabot,24.66
sabotage,4.69
saboter,6.25
saboterie,0.07
saboteur,1.15
sabotier,0.61
sabouler,0.41
sabra,0.12
sabre,17.03
sabrer,3.04
sabretache,0.27
sabreur,0.47
sabéen,0.01
sabéenne,0.05
sac,174.26
sac-poubelle,0.41
saccade,6.15
saccader,1.96
saccadé,5.20
saccage,1.42
saccager,6.69
saccagne,0.68
saccharine,0.54
saccharomyces,0.01
saccharose,0.04
sacculine,0.03
sacerdoce,0.77
sacerdotal,0.81
sachem,0.07
sachet,5.41
sacoche,6.82
sacquer,0.34
sacralisation,0.07
sacramentel,0.47
sacre,0.75
sacrebleu,0.94
sacredieu,0.33
sacrement,4.93
sacrer,25.16
sacret,0.03
sacrificateur,1.22
sacrifice,26.08
sacrificiel,0.74
sacrifier,25.67
sacrifié,1.82
sacrilège,3.24
sacripant,0.47
sacristain,3.92
sacristie,4.39
sacristine,0.10
sacro,0.68
sacro-iliaque,0.03
sacro-saint,1.35
sacrum,0.07
sacré,56.88
sacré-coeur,0.20
sacrédié,0.07
sacrément,6.01
sadducéen,0.07
sadique,3.24
sadiquement,0.20
sadisme,1.96
sado,0.37
sadomasochisme,0.02
sadomasochiste,0.13
saducéen,0.14
safari,1.77
safari-photo,0.01
safran,1.89
safrané,0.14
saga,1.01
sagace,1.55
sagacité,1.42
sagaie,0.41
sagard,0.07
sage,39.09
sage-femme,1.52
sagement,9.46
sagesse,21.55
sagittaire,0.16
sagittal,0.07
sagouin,1.22
sagoutier,0.14
sagum,0.07
saharien,1.55
sahib,1.63
saie,0.04
saignant,4.32
saignement,2.67
saigner,34.86
saigneur,0.07
saignée,2.84
saillant,10.07
saillie,5.54
saillir,3.51
sain,26.63
saindoux,9.80
sainement,0.47
sainfoin,0.81
saint,63.31
saint-bernard,0.68
saint-crépin,0.05
saint-cyrien,1.01
saint-esprit,0.47
saint-frusquin,0.74
saint-germain,0.34
saint-glinglin,0.07
saint-guy,0.03
saint-honoré,0.20
saint-hubert,0.07
saint-michel,0.07
saint-nectaire,0.14
saint-paulin,0.34
saint-pierre,0.20
saint-père,2.16
saint-siège,1.28
saint-synode,0.07
saint-émilion,0.41
sainte nitouche,0.51
sainte-nitouche,0.46
saintement,0.20
sainteté,5.54
sais,0.01
saisi,3.92
saisie,2.75
saisie-arrêt,0.20
saisir,135.74
saisissable,0.20
saisissant,5.00
saisissement,1.96
saison,49.59
saisonnier,1.42
saki,0.05
saké,2.55
salace,1.28
salacité,0.20
salade,24.26
salader,0.07
saladier,2.43
salaire,26.43
salaison,1.22
salam,0.03
salamalec,1.49
salamandre,1.62
salami,2.06
salanque,0.07
salant,1.01
salariat,0.27
salarier,0.38
salarié,0.95
salat,0.03
salaud,87.40
salazariste,0.07
sale,146.86
salement,6.01
saler,7.60
saleté,17.55
saleur,0.07
salicine,0.10
salicole,0.07
salicorne,0.07
saligaud,3.36
salin,1.01
saline,0.13
salingue,2.03
salinité,0.07
salique,0.14
salir,17.51
salissant,0.81
salisseur,0.01
salissure,0.74
salivaire,0.22
salivant,0.14
salivation,0.07
salive,18.65
saliver,2.70
saliveur,0.07
salière,2.03
salle,215.81
salmigondis,0.34
salmis,0.47
salmonelle,0.45
salmonellose,0.02
salmonidé,0.01
saloir,0.74
salon,101.22
salonnard,0.07
saloon,5.08
salop,0.82
salopard,21.80
salope,66.97
saloper,1.01
saloperie,25.27
salopette,5.61
salopiaud,0.16
salopiot,0.74
salpicon,0.14
salpingite,0.01
salpêtre,2.16
salpêtreux,0.07
salpêtrière,0.07
salsa,1.43
salsepareille,0.19
salsifis,1.01
saltimbanque,2.16
salto,0.08
salubre,1.22
salubrité,0.34
saluer,67.64
salueur,0.01
salut,277.42
salutaire,2.50
salutairement,0.07
salutation,5.79
salutiste,0.34
salvadorien,0.78
salvadorienne,0.01
salvateur,0.95
salvation,0.04
salve,7.43
salvifique,0.07
salé,11.01
samaritain,0.50
samaritaine,1.08
samba,7.50
sambenito,0.14
sambo,0.20
samedi,46.53
sammy,0.13
samoan,0.15
samouraï,2.77
samovar,3.78
samoyède,0.07
sampan,0.09
sampang,0.34
sample,0.07
sampler,0.10
samurai,0.68
san francisco,0.07
sana,2.43
sanatorium,4.39
sancerre,0.20
sanctification,0.07
sanctifier,3.82
sanction,4.86
sanctionner,2.91
sanctuaire,6.42
sanctus,0.68
sandalier,0.07
sanderling,0.03
sandiniste,0.02
sandjak,0.20
sandow,0.27
sandre,0.07
sandwich,9.93
sang,304.75
sang-froid,9.26
sanglant,20.00
sangle,3.78
sangler,6.49
sanglier,8.78
sanglot,29.12
sanglotant,0.95
sangloter,14.66
sangria,0.72
sangsue,2.90
sanguin,8.84
sanguinaire,3.06
sanguine,0.41
sanguinolent,3.18
sanhédrin,0.41
sanie,1.08
sanieux,0.14
sanitaire,3.52
sans,2224.12
sans-coeur,0.07
sans-culotte,0.41
sans-faute,0.05
sans-façon,0.14
sans-fil,0.21
sans-filiste,0.74
sans-grade,0.14
sans-pareil,5.20
sanscrit,0.41
sanskrit,0.14
sansonnet,0.47
santal,1.08
santiag,1.49
santoche,0.07
santon,0.34
santé,88.69
saoudien,0.60
saoudienne,0.05
saoudite,0.07
saoul,13.18
saoulard,0.17
saouler,8.38
saoulerie,0.47
sapajou,0.47
sape,5.95
sapement,0.95
saper,7.91
saperlipopette,0.62
saperlotte,0.14
sapeur,4.80
sapeur-pompier,0.61
saphir,1.96
saphisme,0.07
saphène,0.07
sapide,0.20
sapidité,0.07
sapience,0.07
sapiens,0.68
sapin,26.28
sapinette,0.20
sapinière,1.42
saponification,0.14
saponite,0.27
sapotille,0.10
sapotillier,0.27
sapristi,1.69
saquer,1.37
sar,0.07
sara,0.10
sarabande,1.89
sarbacane,0.95
sarcasme,4.66
sarcastique,2.84
sarcastiquement,0.20
sarcelle,0.81
sarcine,0.01
sarclage,0.07
sarcler,1.89
sarclette,0.01
sarcloir,0.14
sarcome,0.34
sarcophage,2.43
sarcoïdose,0.10
sarde,0.31
sardine,8.38
sardoine,0.07
sardonique,1.01
sardoniquement,0.07
sargasse,0.14
sari,0.98
sarigue,0.07
sarin,0.25
sarment,1.28
sarong,0.19
saroual,0.07
sarouel,0.14
sarracénie,0.01
sarrasin,0.74
sarrau,1.42
sarreau,0.20
sarriette,0.07
sarrois,0.20
sarrussophone,0.07
sas,3.26
sashimi,0.23
sassafras,0.07
sassanide,0.20
sasseur,0.54
satan,0.42
sataner,1.12
satanique,3.11
sataniser,0.12
satanisme,0.34
sataniste,0.21
satané,6.89
satelliser,0.07
satellitaire,0.02
satellite,13.41
sati,0.02
satiation,0.07
satin,8.58
satinette,0.41
satiné,1.35
satire,0.47
satirique,0.68
satiriste,0.12
satisfaction,41.22
satisfaire,38.11
satisfaisant,8.18
satisfait,15.54
satisfecit,0.34
satiété,1.42
satonner,0.54
satrape,0.88
satrapie,0.01
saturation,1.08
saturer,4.32
saturnales,0.34
saturnien,0.20
saturnisme,0.07
saturé,0.47
satyre,5.54
satyrique,0.01
sauce,19.24
saucer,2.30
saucier,0.14
sauciflard,0.34
saucisse,15.89
saucisson,8.04
saucissonnage,0.14
saucissonner,0.95
saucière,0.47
saucée,0.13
sauf,108.54
sauf-conduit,1.14
sauge,0.81
saugrenu,7.23
saulaie,0.20
saule,8.65
saulnier,0.07
saumon,5.92
saumoneau,0.07
saumonette,0.14
saumoné,0.47
saumurage,0.01
saumure,1.76
saumurer,0.01
saumâtre,2.03
sauna,3.85
saunier,0.68
saupoudrage,0.02
saupoudrer,4.80
saupoudreur,0.02
saur,0.88
saura,0.02
saurer,22.06
sauret,0.47
saurien,0.47
saurin,0.07
saut,17.03
saut-de-lit,0.20
sautant,0.14
saute,14.52
saute-mouton,0.54
saute-ruisseau,0.07
sautelle,0.01
sauter,134.59
sauterelle,3.29
sauterelles,2.77
sauterie,0.63
sauternes,1.08
sauteur,1.89
sautillant,2.57
sautillement,0.74
sautiller,7.97
sautoir,2.70
sauton,0.20
sauté,0.95
sauvage,54.66
sauvagement,6.28
sauvageon,0.65
sauvagerie,7.70
sauvagesse,0.14
sauvagin,1.28
sauve,0.01
sauve-qui-peut,0.68
sauvegarde,2.57
sauvegarder,3.65
sauver,246.54
sauvetage,8.32
sauveteur,1.38
sauveté,0.27
sauveur,6.93
sauvignon,0.20
savamment,4.80
savane,2.57
savant,17.30
savarin,0.20
savate,3.99
savater,0.27
savetier,0.39
saveur,12.36
savoir,4516.71
savoir-faire,2.03
savoir-vivre,1.76
savon,18.04
savonnage,0.10
savonner,4.19
savonnette,3.92
savonneux,2.23
savonnier,0.07
savonnée,0.07
savourer,14.26
savoureusement,0.14
savoureux,6.89
savoyard,3.24
sax,0.36
saxhorn,0.40
saxifrage,0.14
saxo,1.01
saxon,0.81
saxophone,1.32
saxophoniste,0.45
saynète,0.74
sayon,0.14
saï,0.47
sbire,1.62
scabreux,1.49
scaferlati,0.14
scalaire,0.03
scalp,1.44
scalpel,2.45
scalper,1.45
scalpeur,0.01
scalène,0.04
scampi,0.09
scandale,24.05
scandaleusement,0.41
scandaleux,8.31
scandaliser,7.30
scandalisé,3.04
scander,7.30
scandinave,2.43
scannage,0.10
scanner,8.56
scanneur,0.04
scanning,0.17
scanographie,0.08
scansion,0.34
scaphandre,0.79
scaphandrier,0.34
scaphoïde,0.08
scapin,0.07
scapulaire,0.68
scarabée,1.42
scare,0.06
scarification,0.14
scarlatine,0.07
scarole,0.14
scat,0.06
scato,0.07
scatologie,0.01
scatologique,0.54
scatologue,0.07
scatter,0.14
sceau,4.93
scellage,0.01
scellement,0.27
sceller,7.30
scellé,3.65
scenarii,0.07
scenic railway,0.20
scepticisme,5.00
sceptique,5.81
sceptre,1.69
schah,0.02
schako,0.07
schampooing,0.07
schbeb,0.41
scheik,0.01
schilling,1.42
schismatique,0.20
schisme,0.81
schiste,1.28
schizophasie,0.01
schizophrène,1.09
schizophrénie,1.83
schizophrénique,0.14
schizoïde,0.14
schlague,0.20
schlass,0.54
schlem,0.07
schleu,0.07
schlinguer,1.01
schlitte,0.07
schnaps,1.86
schnauzer,0.04
schnick,0.14
schnitzel,0.46
schnock,1.06
schnoque,0.47
schnouf,0.01
schnouff,0.01
schooner,0.04
schpile,1.28
schproum,0.41
schtroumf,0.02
schtroumpf,0.55
schupo,0.54
schuss,0.41
schème,0.14
schéma,4.03
schématique,0.68
schématiquement,0.61
schématiser,0.14
schématisme,0.07
sciage,0.14
scialytique,0.27
sciant,0.14
sciatique,0.57
scie,10.07
sciemment,1.49
science,32.97
science-fiction,2.36
scientificité,0.01
scientifique,17.07
scientifiquement,2.22
scientisme,0.02
scientiste,0.15
scientologie,0.30
scientologue,0.20
scier,9.86
scierie,2.30
scieur,0.54
scinder,1.49
scintigraphie,0.36
scintillant,6.01
scintillation,0.41
scintillement,4.53
scintiller,12.36
scion,0.61
scirpe,0.07
scission,0.68
scissionniste,0.07
scissiparité,0.01
sciure,6.08
sciène,0.14
scléreux,0.01
sclérodermie,0.03
sclérose,0.88
sclérosé,0.20
sclérotique,0.54
scolaire,14.12
scolairement,0.07
scolarisation,0.07
scolariser,0.01
scolarité,1.63
scolastique,0.20
scolie,0.47
scoliose,0.34
scolopendre,0.34
scolyte,0.01
scone,0.45
sconse,0.04
scoop,5.29
scooter,3.62
scope,0.41
scopie,0.01
scopolamine,0.02
scorbut,0.95
score,5.92
scorpion,3.54
scotch,9.45
scotch-terrier,0.01
scotcher,1.63
scotomiser,0.14
scottish,0.14
scoubidou,0.34
scoumoune,0.20
scout,3.73
scoutisme,0.54
scrabble,1.39
scratch,0.41
scratcher,0.02
scratching,0.17
scriban,0.07
scribe,3.18
scribouillard,1.01
scribouiller,0.20
script,6.45
script-girl,0.20
scripte,1.23
scripteur,0.14
scrofulaire,0.01
scrofule,0.14
scrofuleux,0.34
scrogneugneu,0.20
scrotal,0.01
scrotum,0.77
scrub,2.72
scrupule,16.42
scrupuleusement,3.04
scrupuleux,3.78
scrupulosité,0.01
scrutateur,0.41
scrutation,0.04
scruter,15.54
scrutin,1.49
sculpter,13.72
sculpteur,7.50
sculptural,0.68
sculpture,7.91
sculpté,7.23
scutigère,0.61
scythe,0.34
scène,114.93
scène-clé,0.01
scélérat,2.87
scélératesse,0.14
scénar,0.51
scénarimage,0.01
scénario,19.14
scénariste,2.70
scénaristique,0.14
scénique,0.20
scénographe,0.03
scénographie,0.35
scénographique,0.01
se,6587.77
seaborgium,0.10
seau,24.05
sec,142.84
secco,0.61
seccotine,0.34
second,88.58
second-maître,0.07
secondaire,8.65
secondairement,0.27
seconde,124.54
secondement,0.14
seconder,5.00
secondo,0.20
secouement,0.07
secouer,116.35
secoueur,0.09
secourable,1.42
secourir,6.05
secourisme,0.26
secouriste,0.94
secours,70.36
secousse,16.28
secret,103.49
secrète,2.57
secrètement,13.04
secrétaire,43.78
secrétairerie,0.07
secrétariat,3.31
secréter,0.74
sectaire,0.68
sectarisme,0.34
sectateur,0.34
secte,5.02
secteur,26.50
section,22.23
sectionnement,0.07
sectionner,1.89
sectorisation,0.01
secundo,1.64
sedan,0.07
sedia gestatoria,0.20
seersucker,0.02
segment,1.42
segmentaire,0.03
seguedilla,0.20
seiche,0.88
seigle,2.36
seigneur,153.82
seigneurial,1.01
seigneurie,4.86
seille,0.27
seillon,0.07
sein,84.05
seine,0.47
seing,0.07
seize,31.42
seizième,1.82
sel,33.24
seldjoukide,0.14
select,0.34
self,0.67
self-control,0.34
self-contrôle,0.19
self-défense,0.18
self-made man,0.14
self-made-man,0.07
self-made-men,0.07
self-service,0.47
selle,19.05
seller,1.96
sellerie,0.27
sellette,0.88
sellier,0.47
selon,110.88
seltz,0.17
selva,0.44
semaine,290.85
semainier,0.34
semblable,52.91
semblablement,0.81
semblance,0.27
semblant,32.09
sembler,572.84
semelle,21.96
semen-contra,0.07
semence,5.27
semer,25.41
semestre,3.53
semestriel,0.07
semestriellement,0.01
semeur,0.74
semeuse,0.47
semi,1.28
semi-automatique,0.71
semi-circulaire,0.14
semi-conducteur,0.08
semi-liberté,0.26
semi-lunaire,0.02
semi-officiel,0.14
semi-ouvert,0.01
semi-perméable,0.01
semi-phonétique,0.07
semi-précieuse,0.01
semi-public,0.01
semi-remorque,0.61
semi-rigide,0.07
semis,2.84
semoir,0.34
semonce,1.49
semoncer,0.41
semoule,1.35
sempiternel,2.77
sempiternellement,0.07
semtex,0.10
sen,0.48
senestre,0.27
senior,0.99
sens,217.50
sensas,0.44
sensass,2.05
sensation,46.89
sensationnalisme,0.07
sensationnel,4.36
sensationnellement,0.07
senseur,0.42
sensibilisation,0.09
sensibiliser,0.68
sensibilité,12.36
sensible,38.85
sensiblement,3.58
sensiblerie,1.15
sensitif,0.54
sensorialité,0.07
sensoriel,0.86
sensualiste,0.07
sensualité,6.76
sensuel,10.68
sensuellement,0.54
sensé,10.50
sensément,0.07
sent-bon,0.54
sentant,2.84
sente,3.24
sentence,7.70
sentencieusement,1.22
sentencieux,2.70
senteur,11.69
senti,1.76
sentier,36.62
sentiment,157.30
sentimental,17.16
sentimentalement,0.82
sentimentaliser,0.01
sentimentalisme,0.75
sentimentalité,1.22
sentine,0.54
sentinelle,12.57
sentir,718.78
seppuku,0.07
seps,0.07
sept,75.61
septante,0.11
septante-cinq,0.07
septante-sept,0.20
septembre,43.58
septembriseur,0.07
septennat,0.14
septentrion,0.16
septentrional,0.74
septicité,0.03
septicémie,0.23
septicémique,0.04
septidi,0.07
septime,0.81
septique,0.58
septième,5.61
septuagénaire,0.88
septum,0.09
septuor,0.01
septuple,0.03
sepuku,0.07
sequin,0.29
serbe,3.48
serbo-croate,0.20
serein,10.61
sereinement,0.74
serf,1.08
serfouette,0.07
serge,2.64
sergent,27.36
sergent-chef,1.52
sergent-major,1.35
sergent-pilote,0.07
sergot,0.14
sergé,0.20
serial,0.69
serin,3.24
seriner,2.03
seringa,0.81
seringue,6.15
seringuer,0.34
serment,21.19
sermon,7.61
sermonner,1.89
sermonneur,0.28
serpe,4.32
serpent,32.20
serpentaire,0.07
serpentant,0.07
serpenteau,0.01
serpentement,0.14
serpenter,5.88
serpentiforme,0.07
serpentin,1.49
serpette,0.47
serpillière,4.46
serpolet,0.14
serra,2.09
serrage,0.47
serrante,0.20
serre,6.62
serre-file,0.34
serre-joint,0.14
serre-livres,0.07
serre-tête,0.74
serrement,1.76
serrer,207.50
serrure,19.26
serrurerie,0.54
serrurier,2.25
serré,41.28
sert,0.01
sertao,0.10
serti,0.34
sertir,3.04
sertissage,0.07
sertisseur,0.07
sertão,2.00
servage,0.54
serval,0.01
servant,18.65
serve,0.27
serveur,23.21
servi,3.99
serviabilité,0.01
serviable,2.23
service,187.67
serviette,35.07
serviette-éponge,1.49
servile,3.65
servilement,0.47
servilité,1.22
servir,309.81
serviteur,17.77
servitude,7.43
servofrein,0.03
servomoteur,0.02
servomécanisme,0.01
ses,3105.41
session,3.29
set,3.76
setter,0.61
seuil,49.86
seul,915.27
seulabre,0.88
seulement,397.97
seulet,1.22
seventies,0.07
sevrage,1.08
sevrer,2.36
sex-appeal,0.74
sex-shop,0.57
sex-symbol,0.08
sexagénaire,0.74
sexe,52.70
sexisme,0.39
sexiste,1.09
sexologie,0.27
sexologique,0.07
sexologue,0.20
sextant,0.54
sextidi,0.07
sexto,0.01
sextuor,0.14
sextuple,0.07
sexualiser,0.02
sexualité,6.02
sexuel,46.15
sexuellement,4.61
sexué,0.20
sexy,26.83
seyant,1.15
señor,9.75
shabbat,4.25
shah,1.13
shake-hand,0.14
shaker,0.81
shakespearien,0.41
shako,1.22
shale,0.17
shaman,0.92
shamisen,0.07
shampoing,1.57
shampooiner,0.03
shampooing,2.61
shampouiner,0.14
shampouineur,1.62
shanghaien,0.02
shantung,1.08
shed,0.17
sheriff,2.61
sherpa,0.18
sherry,2.75
shetland,0.74
shiatsu,0.28
shift,0.19
shilling,2.28
shilom,0.01
shimmy,0.20
shingle,0.01
shintoïsme,0.07
shintoïste,0.07
shintô,0.01
shipchandler,0.07
shipping,0.07
shirting,0.07
shit,3.00
shocking,0.07
shogoun,0.10
shogun,0.32
shogunal,0.03
shogunat,0.06
shoot,2.50
shooter,6.84
shopping,5.75
short,8.24
show,2.64
show-business,0.27
showbiz,0.68
shrapnel,0.34
shrapnell,1.42
shunt,0.16
shunter,0.07
shéol,0.07
shérif,46.65
shôgun,0.07
si,2107.14
siam,0.01
siamois,2.36
sibilant,0.07
sibylle,0.61
sibyllin,2.36
sibérien,3.99
sibérienne,0.14
sic,1.35
sic transit gloria mundi,0.07
sicaire,0.14
sicilien,3.60
sicle,0.02
sida,5.20
sidaïque,0.02
side-car,1.08
sidi,0.81
sidéral,0.88
sidérant,0.27
sidération,0.03
sidérer,2.16
sidérite,0.01
sidérurgie,0.27
sidérurgique,0.27
sidéré,0.88
sien,36.08
sienne,40.68
siennes,9.73
siennois,0.41
siens,29.80
sierra,4.27
sieste,14.86
sieur,21.35
sifflant,2.23
sifflante,3.11
sifflard,0.34
sifflement,13.78
siffler,40.20
sifflet,17.91
siffleur,0.20
sifflotement,0.34
siffloter,10.81
sifflotis,0.14
sigillaire,0.07
sigillé,0.27
sigisbée,0.20
sigle,1.62
sigmoïde,0.07
signal,39.61
signalement,3.43
signaler,27.92
signaleur,0.83
signalisation,1.08
signaliser,0.01
signalé,0.74
signalétique,0.41
signataire,0.95
signature,18.47
signe,161.28
signer,98.19
signet,0.74
signifiance,0.14
signifiant,0.81
significatif,4.46
signification,16.76
significativement,0.14
signifier,67.72
signifié,0.07
signor,5.36
signorina,0.64
signé,5.81
sikh,1.49
sil,2.65
silence,325.54
silencieusement,17.16
silencieux,74.05
silex,5.14
silhouette,73.31
silhouetter,1.08
silicate,0.07
silice,0.34
siliceux,0.07
silicium,0.24
silicone,2.42
siliconer,0.20
silicose,0.34
silicosé,0.27
silionne,0.01
sillage,10.88
sillet,0.01
sillon,12.30
sillonner,8.58
silo,1.69
silvaner,0.14
silène,0.14
silésien,0.07
sima,0.37
simagrée,3.18
simarre,0.14
simien,0.08
simiesque,1.15
similaire,6.03
similairement,0.07
similarité,0.31
simili,1.01
similicuir,0.01
similitude,1.55
similor,0.07
simoniaque,0.07
simoun,0.54
simple,148.58
simplement,134.32
simplesse,0.20
simplet,1.35
simplette,0.17
simplicité,21.69
simplification,0.61
simplifier,7.84
simplissime,0.07
simpliste,1.28
simulacre,6.22
simulateur,1.05
simulation,3.69
simuler,6.22
simultané,3.11
simultanéité,1.15
simultanément,5.81
simulé,0.62
sinapisme,0.20
sinciput,0.20
sincère,22.50
sincèrement,13.58
sincérité,9.66
sindon,0.27
sine die,0.34
sine qua non,0.47
singe,35.48
singe-araignée,0.01
singer,3.92
singerie,2.23
singes,0.01
single,1.10
singleton,0.17
singulariser,1.08
singularité,3.11
singulier,21.42
singulièrement,8.58
sinistre,25.88
sinistrement,1.28
sinistrose,0.07
sinistré,0.81
sino,0.12
sino-américain,0.02
sino-arabe,0.01
sinologie,0.07
sinon,164.85
sinople,0.14
sinoque,0.34
sinoquet,0.88
sinuer,1.76
sinueusement,0.07
sinueux,5.61
sinuosité,0.68
sinus,1.30
sinusal,0.46
sinusite,0.33
sinusoïdal,0.14
sinécure,0.88
sionisme,0.27
sioniste,0.49
sioux,0.36
siphon,2.23
siphonnage,0.07
siphonner,0.68
siphonné,0.20
sipo,0.03
sir,10.48
sirdar,0.41
sire,3.37
sirocco,1.52
sirop,8.18
siroter,5.74
sirupeux,1.55
sirventès,0.14
sirène,17.50
sis,1.77
sisal,0.34
sismique,0.75
sismographe,0.14
sismologie,0.02
sismologique,0.01
sismologue,0.14
sismomètre,0.01
sismothérapie,0.01
sisymbre,0.07
sit-in,0.30
sitar,0.16
sitariste,0.01
sitcom,0.85
site,17.17
sittelle,0.03
situ,0.95
situable,0.14
situation,108.99
situationnel,0.01
situationnisme,0.01
situer,37.84
situé,2.97
sitôt,19.12
six,156.22
six-quatre,0.07
sixain,0.20
sixième,7.23
sixièmement,0.01
sixte,0.14
sixties,0.40
sixtus,0.01
sizain,0.14
siècle,132.91
siège,57.91
siéger,5.34
ska,0.35
skaal,0.07
skate,2.50
skate-board,0.57
skateboard,1.13
skating,0.07
skaï,1.82
skeet,0.04
sketch,2.54
ski,16.57
skiable,0.01
skier,3.81
skieur,1.28
skiff,0.27
skin,0.93
skinhead,1.59
skip,2.27
skipper,1.32
skunks,1.55
skydome,0.01
slalom,0.95
slalomer,0.41
slang,0.07
slash,0.07
slave,3.38
slavisme,0.07
slavon,0.07
sleeping,0.37
slibard,0.47
slice,0.19
slip,12.77
slogan,6.96
sloop,0.07
sloughi,0.07
slovaque,0.01
slovène,0.20
slow,2.16
slug,0.10
slush,0.07
smack,0.15
smala,0.61
smalah,0.20
smaragdin,0.07
smart,0.27
smash,0.40
smasher,0.41
smegma,0.04
smicard,0.14
smigard,0.07
smiley,0.78
smocks,0.34
smog,0.29
smoking,4.90
smorrebrod,0.07
smurf,0.03
smyrniote,0.07
snack,1.21
snack-bar,0.61
snif,0.26
snifer,0.03
sniff,0.34
sniffer,3.28
sniffette,0.07
snipe,0.07
sniper,4.50
snob,3.31
snober,0.68
snobinard,0.46
snobisme,3.45
soap-opéra,0.17
sobre,6.18
sobrement,1.28
sobriquet,4.86
sobriété,1.62
soc,1.89
soccer,0.64
sociabiliser,0.01
sociabilité,0.41
sociable,2.08
social,49.80
social-démocrate,0.47
social-démocratie,0.34
social-traître,0.27
socialement,1.04
socialisation,0.10
socialiser,0.16
socialisme,6.76
socialiste,10.41
socialo,0.14
sociaux-démocrates,0.23
socio,0.14
socio-économique,0.08
sociobiologie,0.01
socioculturel,0.14
sociologie,1.28
sociologique,0.68
sociologiquement,0.07
sociologue,1.55
sociopathe,0.88
sociopathie,0.04
sociopolitique,0.01
socius,0.07
sociétaire,0.34
sociétal,0.05
société,75.46
socket,0.03
socle,8.45
socque,0.47
socquette,2.16
socratique,0.20
soda,10.23
sodique,0.02
sodium,1.13
sodomie,1.44
sodomisation,0.34
sodomiser,1.49
sodomite,0.86
soeur,184.99
soeurette,2.12
sofa,5.68
soft,0.79
softball,0.69
soi,83.65
soi-disant,13.11
soi-même,24.86
soie,51.62
soierie,1.96
soif,35.54
soiffard,0.54
soignable,0.16
soignant,0.27
soigner,48.04
soigneur,0.95
soigneusement,34.39
soigneux,3.78
soigné,9.80
soin,71.99
soir,575.70
soirée,102.37
soissonnais,0.14
soit,54.09
soixantaine,4.53
soixante,22.70
soixante-cinq,3.58
soixante-deux,0.34
soixante-deuxième,0.07
soixante-dix,8.85
soixante-dix-huit,0.47
soixante-dix-neuf,0.20
soixante-dix-neuvième,0.07
soixante-dix-sept,0.74
soixante-dixième,0.47
soixante-douze,1.15
soixante-huit,0.81
soixante-huitard,0.14
soixante-neuf,0.41
soixante-quatorze,0.61
soixante-quatre,0.61
soixante-quinze,3.85
soixante-seize,0.68
soixante-sept,0.81
soixante-six,0.81
soixante-treize,1.08
soixante-trois,0.20
soixantième,0.20
soja,2.28
sol,150.34
sol-air,0.32
solaire,8.53
solanacée,0.07
solarium,0.74
soldat,128.92
soldatesque,0.81
solde,9.05
solder,3.72
solderie,0.05
soldeur,0.20
sole,2.50
soleil,334.39
soleil-roi,0.07
soleilleux,0.07
solen,0.07
solennel,19.66
solennellement,6.15
solenniser,0.07
solennité,8.11
solex,3.38
solfège,0.95
solicitor,0.14
solidaire,4.80
solidairement,0.20
solidariser,0.27
solidarité,9.05
solide,42.77
solidement,10.00
solidification,0.01
solidifier,1.42
solidité,4.66
solidus,0.07
soliflore,0.20
soliloque,1.22
soliloquer,0.95
solipsisme,0.01
solipsiste,0.04
soliste,1.08
solitaire,26.96
solitairement,1.22
solitude,69.73
solive,0.95
soliveau,0.14
sollicitation,2.30
solliciter,11.82
solliciteur,0.68
sollicitude,9.46
solo,5.22
solognot,0.54
solstice,1.42
solubilité,0.01
soluble,0.41
solucamphre,0.07
solution,61.96
solutionner,0.14
solutionneur,0.03
soluté,0.17
solvabilité,0.15
solvable,0.36
solvant,0.27
solénoïde,0.11
soma,0.48
somalien,0.07
somatique,0.20
somatiser,0.47
sombre,125.74
sombrement,2.03
sombrer,19.32
sombrero,0.68
sommaire,4.80
sommairement,2.16
sommation,3.24
somme,79.26
sommeil,114.80
sommeillant,1.08
sommeiller,6.89
sommeilleux,0.34
sommelier,1.15
sommer,6.01
sommet,47.50
sommier,7.97
sommité,2.64
somnambule,4.73
somnambulique,1.62
somnambuliquement,0.07
somnambulisme,0.74
somnifère,5.73
somno,0.07
somnolence,3.58
somnolent,4.05
somnoler,10.47
somptuaire,0.41
somptueusement,0.95
somptueux,13.18
somptuosité,1.08
son,4696.15
sonagramme,0.01
sonar,1.71
sonate,2.98
sonatine,1.62
sondage,4.64
sonde,6.31
